CID,MW,XLogP3,HBDC,HDAC,RBC,ExactMass,MonoMass,TPSA,HAC,Charge,Complexity,IsotopeAtoms,DASC,UASC,DBSC,UBSC,CBU,chembl_id,ic50_value,log_ic50,target_chembl_id,target_name
171344548,343.28,-0.7,4,9,3,343.09797691,343.09797691,121.0,24,0,437.0,0,4,1,0,0,1,CHEMBL5272028,0.019,-1.7212463990471711,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
51350892,463.9,4.4,1,4,8,463.155036,463.155036,59.0,33,0,684.0,0,0,1,0,0,1,CHEMBL1688283,2800.0,3.4471580313422194,CHEMBL5023,p53-binding protein Mdm-2
155517097,381.6,2.0,3,5,8,381.16570285,381.16570285,127.0,25,0,416.0,0,0,0,0,0,1,CHEMBL4444488,19952.62,4.29999993144297,CHEMBL612545,Unchecked
118714484,1985.4,-1.6,21,26,40,1984.04268107,1984.04268107,725.0,139,0,4180.0,0,17,0,0,0,1,CHEMBL3335459,350.0,2.5440680443502757,CHEMBL3430909,Transcriptional coactivator YAP1/Transcriptional enhancer factor TEF-1
16090463,359.8,3.6,1,3,7,359.1288213,359.1288213,49.8,25,0,452.0,0,0,1,0,0,1,CHEMBL433949,16400.0,4.214843848047698,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44570090,640.2,7.0,1,4,12,639.2976179,639.2976179,87.5,46,0,999.0,0,0,0,0,0,1,CHEMBL449546,40.0,1.6020599913279623,CHEMBL4860,Apoptosis regulator Bcl-2
45483773,550.2,6.1,0,4,2,549.98269,547.98474,43.2,32,0,719.0,0,0,2,0,0,1,CHEMBL568530,1170.0,3.0681858617461617,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44417639,464.6,3.9,3,4,8,464.20999276,464.20999276,72.8,35,0,683.0,0,0,3,0,0,1,CHEMBL215009,85000.0,4.929418925714293,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
68000688,566.5,4.3,1,5,10,565.1456497,565.1456497,100.0,37,0,927.0,0,4,0,0,0,1,CHEMBL4111077,4.1,0.6127838567197355,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44390649,540.8,5.0,2,4,6,540.03128,540.03128,86.7,30,0,653.0,0,2,0,0,0,1,CHEMBL361559,12000.0,4.079181246047625,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
90404759,316.35,3.4,2,8,3,316.09695216,316.09695216,78.1,21,0,349.0,0,0,0,0,0,1,CHEMBL4444836,32810.0,4.516006230386048,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
118712495,501.4,5.1,1,5,7,500.1269627,500.1269627,83.6,34,0,732.0,0,4,0,0,0,1,CHEMBL3329603,8.0,0.9030899869919435,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
54581657,575.3,5.9,0,5,3,574.97794,572.97999,67.0,34,0,828.0,0,0,2,0,0,1,CHEMBL1771729,730.0,2.863322860120456,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
5890982,483.0,5.9,1,4,5,482.1509537,482.1509537,66.7,35,0,772.0,0,0,0,1,0,1,CHEMBL3209562,4690.0,3.6711728427150834,CHEMBL2093862,Runt-related transcription factor 1/Core-binding factor subunit beta
73357429,548.6,4.1,2,4,6,548.24235551,548.24235551,93.2,41,0,930.0,0,2,0,0,0,1,CHEMBL5291202,3000.0,3.4771212547196626,CHEMBL3885542,Catenin beta-1/Transcription factor 7
72697919,397.3,6.2,0,3,4,396.0796186,396.0796186,24.8,27,0,520.0,0,0,1,0,0,1,CHEMBL3093533,1500.0,3.1760912590556813,CHEMBL394,HCT-116
56591287,483.4,5.4,1,4,5,482.116398,482.116398,70.5,33,0,714.0,0,3,0,0,0,1,CHEMBL4110794,30.0,1.4771212547196624,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
10164579,512.2,5.4,4,2,6,512.015436,510.018387,82.3,32,0,559.0,0,0,0,0,0,1,CHEMBL13550,3950.0,3.59659709562646,CHEMBL2780,Cyclophilin A
68000371,515.4,5.5,1,5,7,514.1426128,514.1426128,83.6,35,0,761.0,0,4,0,0,0,1,CHEMBL3959723,40.0,1.6020599913279623,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44570079,468.5,4.7,0,4,4,468.19615422,468.19615422,58.4,35,0,765.0,0,0,0,0,0,1,CHEMBL480008,3000.0,3.4771212547196626,CHEMBL4860,Apoptosis regulator Bcl-2
72204204,528.0,4.9,0,6,6,527.1724174,527.1724174,93.3,38,0,889.0,0,0,1,0,0,1,CHEMBL3902052,0.167,-0.7772835288524167,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
137643221,616.6,7.6,0,7,16,615.1837666,615.1837666,115.0,41,0,883.0,0,0,0,0,0,1,CHEMBL4088362,7500.0,3.8750612633917,CHEMBL612545,Unchecked
5556,343.2,2.4,0,3,1,342.0439018,342.0439018,43.1,23,0,472.0,0,0,0,0,0,1,CHEMBL646,1.54,0.18752072083646307,CHEMBL612545,Unchecked
86730805,542.5,4.0,1,6,8,541.1092642,541.1092642,109.0,35,0,862.0,0,4,0,0,0,1,CHEMBL3233136,1.1,0.04139268515822508,CHEMBL5023,p53-binding protein Mdm-2
5037958,451.9,5.4,0,4,7,451.155036,451.155036,48.0,32,0,603.0,0,0,1,0,0,1,CHEMBL3604658,540.0,2.7323937598229686,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44595461,446.9,4.3,1,4,8,446.1397203,446.1397203,73.6,32,0,678.0,0,0,1,0,0,1,CHEMBL1688261,3500.0,3.5440680443502757,CHEMBL5023,p53-binding protein Mdm-2
89482182,606.5,5.5,1,8,9,605.101734,605.101734,100.0,39,0,1010.0,0,4,0,0,0,1,CHEMBL3897931,0.2,-0.6989700043360187,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
117636630,558.6,5.1,2,11,8,558.20247985,558.20247985,127.0,39,0,868.0,0,0,0,0,0,1,CHEMBL3781705,16.0,1.2041199826559248,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
127030837,264.73,2.8,2,3,2,264.0124118,264.0124118,43.0,17,0,277.0,0,0,0,0,0,1,CHEMBL3775281,8900.0,3.949390006644913,CHEMBL2221344,Tumour suppressor protein p53/Mdm4
53473318,498.4,6.9,1,4,6,497.0255346,497.0255346,80.9,33,0,734.0,0,0,0,0,0,1,CHEMBL1824817,2530.0,3.403120521175818,CHEMBL4625,Apoptosis regulator Bcl-X
66555775,266.3,2.0,2,3,2,266.11676108,266.11676108,70.7,20,0,362.0,0,0,0,0,0,1,CHEMBL2430323,232.5,2.3664229572259727,CHEMBL4630,Serine/threonine-protein kinase Chk1
57393314,598.5,6.6,1,6,10,597.1797265,597.1797265,89.5,41,0,904.0,0,3,0,0,0,1,CHEMBL1944937,310.0,2.4913616938342726,CHEMBL392,A549
58573681,616.6,6.0,0,6,9,615.1725332,615.1725332,88.2,41,0,973.0,0,4,0,0,0,1,CHEMBL3975725,194.0,2.287801729930226,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
71456997,780.4,6.7,2,8,12,779.3384373,779.3384373,102.0,55,0,1300.0,0,0,0,0,0,1,CHEMBL2170853,2200.0,3.342422680822206,CHEMBL4860,Apoptosis regulator Bcl-2
58573332,456.4,4.5,1,5,5,455.0724848,455.0724848,83.1,29,0,673.0,0,3,0,0,0,1,CHEMBL3908460,650.0,2.8129133566428557,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
248711,393.3,4.7,0,4,5,392.0153043,392.0153043,67.2,25,0,549.0,0,0,0,0,0,1,CHEMBL1364102,4996.0,3.6986224297020978,CHEMBL4374,Photoreceptor-specific nuclear receptor
53473389,498.4,6.7,1,4,6,497.0255346,497.0255346,80.9,33,0,744.0,0,0,0,0,0,1,CHEMBL1824819,4080.0,3.61066016308988,CHEMBL4625,Apoptosis regulator Bcl-X
90058385,567.5,4.0,0,6,6,566.1599942,566.1599942,83.8,39,0,1010.0,0,0,1,0,0,1,CHEMBL3911216,0.161,-0.7931741239681502,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
67998589,592.6,5.7,1,5,9,591.1612998,591.1612998,100.0,39,0,999.0,0,4,0,0,0,1,CHEMBL3959436,0.2,-0.6989700043360187,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
137636734,714.8,0.0,7,11,8,714.36763042,714.36763042,238.0,50,0,1090.0,0,4,0,0,0,2,CHEMBL4064300,1.6,0.2041199826559248,CHEMBL612545,Unchecked
168269215,646.7,4.6,1,11,10,646.24367595,646.24367595,124.0,45,0,987.0,0,2,0,0,0,1,CHEMBL5169352,1771.0,3.248218561190075,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
3805026,434.8,5.1,1,6,4,434.0669493,434.0669493,96.8,31,0,765.0,0,0,1,0,0,1,CHEMBL1563863,1835.0,3.263636068588108,CHEMBL2096976,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
11617502,363.4,2.7,3,5,6,363.12190603,363.12190603,101.0,27,0,496.0,0,0,0,0,0,1,CHEMBL201645,71.0,1.8512583487190752,CHEMBL1949,Cyclophilin A
16109150,734.3,8.4,2,9,13,733.2159394,733.2159394,161.0,50,0,1210.0,0,1,0,0,0,1,CHEMBL374214,510.0,2.7075701760979363,CHEMBL4625,Apoptosis regulator Bcl-X
849427,194.21,1.4,2,5,1,194.01499861,194.01499861,94.5,13,0,182.0,0,0,0,0,0,1,CHEMBL1327880,1886.0,3.2755416884013098,CHEMBL1293263,M18 aspartyl aminopeptidase
72192166,563.5,6.4,1,4,7,562.1426128,562.1426128,71.8,39,0,881.0,0,1,0,0,0,1,CHEMBL3892862,0.061,-1.214670164989233,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
53054258,348.5,3.9,1,5,4,348.15076381,348.15076381,80.6,24,0,513.0,0,0,0,0,0,1,CHEMBL2181723,700.0,2.845098040014257,CHEMBL1795186,Bromodomain-containing protein 3
779728,327.2,2.5,0,4,2,326.0224976,326.0224976,49.9,21,0,481.0,0,0,0,0,0,1,CHEMBL2316733,38170.0,4.5817221599490985,CHEMBL2034807,DNA repair protein RAD51 homolog 1
73349628,375.3,3.5,1,6,1,375.06308919,375.06308919,61.8,27,0,718.0,0,0,0,0,0,1,CHEMBL2443392,12300.0,4.089905111439398,CHEMBL5023,p53-binding protein Mdm-2
171356060,327.4,2.5,3,4,6,327.14705815,327.14705815,86.6,24,0,425.0,0,3,0,0,0,1,CHEMBL5281246,96000.0,4.982271233039568,CHEMBL3038498,Keap1/Nrf2
16090417,407.9,4.2,1,3,7,407.1288213,407.1288213,49.8,29,0,544.0,0,0,1,0,0,1,CHEMBL360719,15900.0,4.201397124320452,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
162663109,591.5,3.1,2,6,4,590.1287742,590.1287742,87.5,41,0,1080.0,0,4,0,0,0,1,CHEMBL4781151,79.0,1.8976270912904414,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
45269862,732.9,5.7,3,11,9,732.44486285,732.44486285,158.0,52,0,1460.0,0,16,0,0,0,1,CHEMBL553855,300.0,2.4771212547196626,CHEMBL394,HCT-116
70689992,833.0,10.0,1,8,14,832.29307093,832.29307093,145.0,61,0,1580.0,0,0,0,0,0,1,CHEMBL2030850,55.0,1.7403626894942439,CHEMBL4625,Apoptosis regulator Bcl-X
24858111,461.5,4.8,4,7,6,461.19640838,461.19640838,118.0,35,0,676.0,0,0,0,0,0,1,CHEMBL2336409,382.0,2.582063362911709,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1
90015864,530.0,2.8,2,7,6,529.1629153,529.1629153,125.0,38,0,1050.0,0,0,1,0,0,1,CHEMBL3985001,0.527,-0.27818938478745336,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
71453812,508.4,4.3,0,4,9,507.11575,507.11575,64.4,33,0,726.0,0,0,1,0,0,1,CHEMBL2180122,8720.0,3.940516484932567,CHEMBL392,A549
46887149,560.6,5.9,1,7,5,560.14059304,560.14059304,118.0,41,0,1140.0,0,0,1,1,0,1,CHEMBL1095309,6900.0,3.838849090737255,CHEMBL4625,Apoptosis regulator Bcl-X
67999404,592.5,5.6,1,8,8,591.086084,591.086084,100.0,38,0,994.0,0,4,0,0,0,1,CHEMBL4108486,0.3,-0.5228787452803376,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
167093404,827.1,-5.9,13,13,26,826.49596167,826.49596167,382.0,57,0,1400.0,0,6,2,0,0,1,CHEMBL5421065,9.0,0.9542425094393249,CHEMBL5482995,NRP2-VEGA
86296883,421.5,4.7,2,9,5,421.15480138,421.15480138,95.3,29,0,529.0,0,0,0,0,0,1,CHEMBL4471237,1260.0,3.100370545117563,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
155007330,801.8,5.0,2,14,16,801.16621591,801.16621591,222.0,56,0,1610.0,0,0,0,0,0,1,CHEMBL5414850,2.5,0.3979400086720376,CHEMBL3038498,Keap1/Nrf2
53054289,306.4,2.7,1,5,4,306.10381361,306.10381361,80.6,21,0,472.0,0,0,0,0,0,1,CHEMBL2181719,1000.0,3.0,CHEMBL1163125,Bromodomain-containing protein 4
72206105,568.4,4.3,0,6,6,567.1440097,567.1440097,89.8,39,0,1020.0,0,1,0,0,0,1,CHEMBL4109562,307.54,2.487901610028516,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
72205726,580.5,6.3,1,4,6,579.1491753,579.1491753,63.6,40,0,926.0,0,0,1,0,0,1,CHEMBL3896443,0.757,-0.12090412049992724,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
53324103,1880.2,2.8,25,24,60,1879.00055602,1879.00055602,704.0,135,0,3900.0,0,13,0,0,0,1,CHEMBL1689401,39.0,1.591064607026499,CHEMBL5023,p53-binding protein Mdm-2
122184783,638.8,6.0,2,10,10,638.17565839,638.17565839,166.0,44,0,1130.0,0,0,0,0,0,1,CHEMBL3601214,979.0,2.9907826918031377,CHEMBL3038498,Keap1/Nrf2
16109138,738.0,8.8,2,10,15,737.32807671,737.32807671,170.0,51,0,1180.0,0,1,0,0,0,1,CHEMBL374271,300.0,2.4771212547196626,CHEMBL4625,Apoptosis regulator Bcl-X
56591216,489.4,3.9,2,4,8,488.1269627,488.1269627,86.7,33,0,723.0,0,3,0,0,0,1,CHEMBL4106454,830.0,2.9190780923760737,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
72206099,505.4,6.9,0,2,5,504.1371335,504.1371335,34.5,35,0,742.0,0,0,1,0,0,1,CHEMBL3985044,0.298,-0.5257837359237448,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
783279,270.4,2.2,1,3,1,270.08268425,270.08268425,81.1,19,0,538.0,0,0,0,0,0,1,CHEMBL1566010,1090.0,3.037426497940624,CHEMBL4374,Photoreceptor-specific nuclear receptor
168288261,731.7,6.7,1,14,10,731.22638957,731.22638957,111.0,50,0,1140.0,0,2,0,0,0,1,CHEMBL5191489,65.0,1.8129133566428555,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
10098048,516.7,2.2,3,7,6,516.30870374,516.30870374,129.0,37,0,1070.0,0,8,1,0,0,1,CHEMBL1087180,7250.0,3.8603380065709936,CHEMBL614909,SGC-7901
52948352,425.5,4.8,2,4,8,425.1739416,425.1739416,86.3,32,0,609.0,0,0,0,0,0,1,CHEMBL1272245,830.0,2.9190780923760737,CHEMBL2288,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
124221550,668.7,3.8,3,7,14,667.2249627,667.2249627,136.0,44,0,1080.0,0,3,2,0,0,1,CHEMBL3967015,28.0,1.4471580313422192,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
76335796,643.0,0.0,1,11,5,642.1832375,642.1832375,66.0,44,0,965.0,0,0,1,0,0,2,CHEMBL3112815,6500.0,3.8129133566428557,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
156406000,312.4,2.2,1,7,4,312.03015759,312.03015759,100.0,19,0,434.0,0,1,0,0,0,1,CHEMBL5415217,4200.0,3.6232492903979003,CHEMBL3885518,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1
163781079,551.1,2.9,3,9,8,550.2571501,550.2571501,112.0,39,0,758.0,0,0,0,0,0,1,CHEMBL5082013,180.0,2.255272505103306,CHEMBL3883320,Histone-lysine N-methyltransferase 2A/WDR5
71271629,347.4,1.2,2,5,4,347.09397721,347.09397721,96.1,24,0,562.0,0,0,0,0,0,1,CHEMBL2179387,41.0,1.6127838567197355,CHEMBL1163125,Bromodomain-containing protein 4
90644880,366.5,5.1,1,2,4,366.17321333,366.17321333,45.8,28,0,523.0,0,0,0,0,0,1,CHEMBL3291434,810.0,2.90848501887865,CHEMBL5023,p53-binding protein Mdm-2
90015340,506.0,2.7,0,4,5,505.1880675,505.1880675,72.6,36,0,946.0,0,0,1,0,0,1,CHEMBL3900233,1.074,0.031004281363536827,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
71456996,1007.6,8.2,3,15,17,1006.259459,1006.259459,186.0,68,0,1850.0,0,1,0,0,0,1,CHEMBL2170848,7.5,0.8750612633917001,CHEMBL4860,Apoptosis regulator Bcl-2
73357201,371.3,3.7,1,5,1,371.08816112,371.08816112,61.8,27,0,707.0,0,0,0,0,0,1,CHEMBL2443390,32000.0,4.505149978319906,CHEMBL5023,p53-binding protein Mdm-2
51350894,482.4,5.5,1,3,7,481.121149,481.121149,49.8,33,0,699.0,0,1,1,0,0,1,CHEMBL1688284,8800.0,3.9444826721501687,CHEMBL5023,p53-binding protein Mdm-2
58573756,535.5,5.0,1,6,9,534.1688275,534.1688275,96.8,36,0,818.0,0,4,0,0,0,1,CHEMBL4112305,20.0,1.3010299956639813,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
245729,229.3,2.8,2,2,2,229.05613515,229.05613515,30.1,16,0,238.0,0,0,0,0,0,1,CHEMBL3774514,7200.0,3.8573324964312685,CHEMBL2221344,Tumour suppressor protein p53/Mdm4
71544022,434.3,4.0,1,4,6,433.0847635,433.0847635,66.8,29,0,606.0,0,3,0,0,0,1,CHEMBL2347377,140.0,2.146128035678238,CHEMBL5023,p53-binding protein Mdm-2
171352991,329.4,3.6,2,4,6,329.14272166,329.14272166,66.4,24,0,428.0,0,3,0,0,0,1,CHEMBL5278346,3500.0,3.5440680443502757,CHEMBL3038498,Keap1/Nrf2
44390699,489.7,5.2,2,4,4,488.00974,488.00974,86.7,32,0,722.0,0,2,0,0,0,1,CHEMBL179890,6300.0,3.7993405494535817,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
67999222,594.6,5.9,1,5,10,593.1769498,593.1769498,100.0,39,0,1000.0,0,4,0,0,0,1,CHEMBL3977180,0.6,-0.2218487496163564,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
5310576,373.5,3.8,1,7,4,373.00134012,373.00134012,137.0,24,0,531.0,0,0,0,0,0,1,CHEMBL1353698,3636.5,3.560683591907453,CHEMBL2093862,Runt-related transcription factor 1/Core-binding factor subunit beta
67999982,552.5,4.8,1,5,9,551.1299997,551.1299997,100.0,36,0,912.0,0,4,0,0,0,1,CHEMBL3916712,0.3,-0.5228787452803376,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
51001298,400.4,4.1,0,11,3,400.07517134,400.07517134,115.0,26,0,490.0,0,0,0,0,0,1,CHEMBL3696179,1100.0,3.041392685158225,CHEMBL1615381,Menin
22046756,595.2,5.4,1,4,4,593.96101,593.96101,77.9,33,0,755.0,0,0,2,0,0,1,CHEMBL443053,2180.0,3.3384564936046046,CHEMBL5023,p53-binding protein Mdm-2
21060010,653.3,5.7,0,4,9,652.03926,652.03926,59.1,37,0,760.0,0,2,0,0,0,1,CHEMBL207202,2390.0,3.3783979009481375,CHEMBL5023,p53-binding protein Mdm-2
155530334,430.0,4.2,2,5,10,429.1311472,429.1311472,111.0,27,0,462.0,0,0,0,0,0,1,CHEMBL4464674,3981.07,3.59999981394342,CHEMBL3038498,Keap1/Nrf2
134353337,439.5,4.5,1,9,5,439.20175157,439.20175157,72.5,30,0,622.0,0,1,0,0,0,1,CHEMBL4209303,8.0,0.9030899869919435,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
51349837,408.8,4.3,1,4,4,408.0876847,408.0876847,86.4,29,0,610.0,0,0,1,0,0,1,CHEMBL1688150,6200.0,3.792391689498254,CHEMBL5023,p53-binding protein Mdm-2
46943432,423.9,2.9,1,5,5,423.1462027,423.1462027,81.4,30,0,639.0,0,1,0,0,0,1,CHEMBL1232461,20.0,1.3010299956639813,CHEMBL1163125,Bromodomain-containing protein 4
1262634,443.3,4.0,1,5,5,442.00991,442.00991,98.3,27,0,528.0,0,0,0,0,0,1,CHEMBL1602811,152.03,2.1819292955032332,CHEMBL2096976,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
16194594,319.4,2.6,1,6,4,319.04491901,319.04491901,109.0,21,0,444.0,0,0,0,0,0,1,CHEMBL1453190,12809.0,4.107515225651465,CHEMBL2093862,Runt-related transcription factor 1/Core-binding factor subunit beta
130395593,436.5,5.3,1,9,6,436.15446703,436.15446703,78.5,30,0,539.0,0,0,0,0,0,1,CHEMBL4584315,640.0,2.806179973983887,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
76317579,628.4,0.0,1,10,5,627.1427078,627.1427078,78.9,42,0,924.0,0,0,1,0,0,2,CHEMBL3112784,1400.0,3.146128035678238,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
71561461,797.0,1.6,7,9,6,796.47595787,796.47595787,247.0,57,0,1450.0,0,5,0,0,0,1,CHEMBL2314818,422.0,2.625312450961674,CHEMBL1615381,Menin
7217786,379.8,2.8,1,5,4,379.0836024,379.0836024,81.4,27,0,524.0,0,0,0,0,0,1,CHEMBL1464805,2861.0,3.4565178578052627,CHEMBL4374,Photoreceptor-specific nuclear receptor
168297048,525.7,4.0,1,9,7,525.33284228,525.33284228,87.5,39,0,814.0,0,0,0,0,0,1,CHEMBL5208035,3000.0,3.4771212547196626,CHEMBL613835,MV4-11
58573999,551.5,6.2,1,4,8,550.1789983,550.1789983,70.5,38,0,845.0,0,4,0,0,0,1,CHEMBL3329614,5.0,0.6989700043360189,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
56681952,363.9,3.0,1,3,7,363.1601214,363.1601214,49.8,25,0,549.0,0,0,1,0,0,1,CHEMBL1834384,8900.0,3.949390006644913,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
46222878,552.6,5.9,0,7,8,552.17189317,552.17189317,103.0,40,0,1070.0,0,0,1,1,0,1,CHEMBL1097427,100000.0,5.0,CHEMBL4625,Apoptosis regulator Bcl-X
60154122,414.4,6.2,0,1,6,413.1313198,413.1313198,20.3,28,0,555.0,0,3,0,0,0,1,CHEMBL2177112,6500.0,3.8129133566428557,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
67999715,608.5,6.1,1,8,9,607.1173841,607.1173841,100.0,39,0,981.0,0,4,0,0,0,1,CHEMBL3957184,1.8,0.25527250510330607,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
58542358,675.6,4.8,1,8,5,674.1809072,674.1809072,106.0,45,0,1280.0,0,4,0,0,0,1,CHEMBL3220697,2.8,0.4471580313422192,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
24801008,476.5,7.4,3,6,6,476.12598835,476.12598835,104.0,36,0,755.0,0,0,0,0,0,1,CHEMBL259034,290.0,2.462397997898956,CHEMBL400,MDA-MB-231
44222958,372.8,4.6,2,5,3,372.0890221,372.0890221,79.4,27,0,507.0,0,0,0,0,0,1,CHEMBL1915438,1.0,0.0,CHEMBL2147,Serine/threonine-protein kinase PIM1
53473224,512.4,6.7,1,4,7,511.0411846,511.0411846,80.9,34,0,741.0,0,0,0,0,0,1,CHEMBL1824805,2510.0,3.399673721481038,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1
72793245,901.1,8.0,3,12,18,900.29750486,900.29750486,222.0,64,0,1630.0,0,1,0,0,0,1,CHEMBL3126120,3.7,0.568201724066995,CHEMBL4625,Apoptosis regulator Bcl-X
71747852,548.5,4.9,4,5,5,547.1804754,547.1804754,90.5,37,0,887.0,0,6,0,0,0,1,CHEMBL2398475,8.8,0.9444826721501687,CHEMBL5023,p53-binding protein Mdm-2
53054276,320.4,2.8,0,5,3,320.11946368,320.11946368,71.8,22,0,484.0,0,0,0,0,0,1,CHEMBL2181705,1100.0,3.041392685158225,CHEMBL1795186,Bromodomain-containing protein 3
44595458,431.9,4.5,1,3,5,431.1288213,431.1288213,49.8,31,0,670.0,0,2,1,0,0,1,CHEMBL1688254,2300.0,3.361727836017593,CHEMBL5023,p53-binding protein Mdm-2
90644883,351.4,4.2,2,2,3,351.137162174,351.137162174,68.7,27,0,673.0,0,0,0,0,0,1,CHEMBL3291437,570.0,2.7558748556724915,CHEMBL5023,p53-binding protein Mdm-2
57402267,1864.2,0.8,22,25,38,1862.91127299,1862.91127299,653.0,132,0,3670.0,0,13,0,0,0,1,CHEMBL1933133,18.0,1.255272505103306,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
73349010,428.5,5.9,2,7,4,428.13069707,428.13069707,116.0,31,0,688.0,0,0,1,1,0,1,CHEMBL2398252,17.0,1.2304489213782739,CHEMBL4625,Apoptosis regulator Bcl-X
51003123,353.4,3.8,1,4,2,353.06228316,353.06228316,105.0,26,0,740.0,0,0,0,0,0,1,CHEMBL1672082,5.0,0.6989700043360189,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1
90644648,761.1,0.0,2,14,11,760.2462316,760.2462316,105.0,52,0,1130.0,0,2,0,0,0,2,CHEMBL3288451,24.0,1.380211241711606,CHEMBL5023,p53-binding protein Mdm-2
90303502,535.5,6.7,1,3,5,534.1589315,534.1589315,59.4,37,0,802.0,0,0,1,0,0,1,CHEMBL3982177,1.8,0.25527250510330607,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
6918296,528.5,5.4,2,8,2,528.22114718,528.22114718,58.2,37,0,964.0,0,7,0,0,0,1,CHEMBL1200969,4.0,0.6020599913279624,CHEMBL1787,Steroid 5-alpha-reductase 1
90058252,553.4,3.6,1,6,5,552.1443441,552.1443441,107.0,38,0,1010.0,0,0,1,0,0,1,CHEMBL3962752,0.592,-0.22767829327708025,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
16090395,423.5,4.3,0,4,7,423.14705815,423.14705815,59.8,32,0,656.0,0,0,1,0,0,1,CHEMBL386085,97000.0,4.986771734266245,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
90031419,544.0,2.9,1,7,6,543.1785654,543.1785654,116.0,39,0,1080.0,0,1,0,0,0,1,CHEMBL4106757,107.25,2.030397300856762,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
90655377,608.6,5.3,1,6,10,607.1562144,607.1562144,117.0,40,0,1070.0,0,4,0,0,0,1,CHEMBL3236361,1.9,0.2787536009528289,CHEMBL5023,p53-binding protein Mdm-2
129024717,460.5,2.6,1,5,5,460.21105539,460.21105539,95.7,34,0,751.0,0,0,0,0,0,1,CHEMBL5173394,3500.0,3.5440680443502757,CHEMBL3038498,Keap1/Nrf2
136607458,299.4,4.4,2,1,3,299.142247555,299.142247555,44.5,23,0,373.0,0,0,0,0,0,1,CHEMBL3291217,990.0,2.99563519459755,CHEMBL5023,p53-binding protein Mdm-2
